elapsed,root_pid,client_java_pid,root_rss_kb,client_rss_kb,client_log_mtime,server_joined
0,746002,,2596,0,1778044122,0
1,746002,,72728,0,1778044122,0
2,746002,,72964,0,1778044122,0
3,746002,,73280,0,1778044122,0
4,746002,,73412,0,1778044122,0
5,746002,,73924,0,1778044122,0
6,746002,,74100,0,1778044122,0
7,746002,,139920,0,1778044122,0
9,746002,746296,790976,733420,1778044252,0
10,746002,746296,2174316,2089532,1778044253,0
11,746002,746296,2188172,2101872,1778044255,0
12,746002,746296,2219476,2133268,1778044256,0
13,746002,746296,2293328,2207408,1778044256,0
14,746002,746296,2399388,2313460,1778044258,0
15,746002,746296,2623732,2537576,1778044259,0
16,746002,746296,2805964,2722908,1778044260,0
18,746002,746296,2909408,2823460,1778044262,0
19,746002,746296,3090088,3003764,1778044262,0
20,746002,746296,3095824,3009572,1778044264,0
21,746002,746296,3464804,3378536,1778044264,0
22,746002,746296,3802840,3734948,1778044264,0
23,746002,746296,3898848,3812852,1778044267,0
24,746002,746296,3928428,3842236,1778044268,0
25,746002,746296,3981376,3895072,1778044269,0
27,746002,746296,3981676,3895352,1778044269,0
28,746002,746296,3983472,3897168,1778044269,0
29,746002,746296,3983596,3897272,1778044269,0
30,746002,746296,4595248,4510412,1778044274,0
31,746002,746296,5371364,5350916,1778044275,0
32,746002,746296,5855644,5769324,1778044276,0
33,746002,746296,5869188,5784016,1778044277,0
34,746002,746296,5892168,5805844,1778044278,0
36,746002,746296,5892240,5805916,1778044278,0
37,746002,746296,5892312,5805988,1778044278,0
38,746002,746296,5892512,5806180,1778044278,0
39,746002,746296,5892560,5806228,1778044278,0
40,746002,746296,5892668,5806336,1778044278,0
41,746002,746296,5892620,5806288,1778044278,0
42,746002,746296,5892732,5806400,1778044278,0
43,746002,746296,5892736,5806404,1778044278,0
44,746002,746296,5892880,5806548,1778044278,0
45,746002,746296,5892884,5806552,1778044278,0
47,746002,746296,5892896,5806564,1778044278,0
48,746002,746296,5892904,5806572,1778044278,0
49,746002,746296,5892924,5806592,1778044278,0
50,746002,746296,5892960,5806628,1778044278,0
51,746002,746296,5892968,5806636,1778044278,0
52,746002,746296,5892968,5806636,1778044278,0
53,746002,746296,5892972,5806640,1778044278,0
54,746002,746296,5892972,5806640,1778044278,0
55,746002,746296,5892984,5806652,1778044278,0
56,746002,746296,5893012,5806680,1778044278,0
58,746002,746296,5893016,5806684,1778044278,0
59,746002,746296,5893032,5806700,1778044278,0
60,746002,746296,5893032,5806700,1778044278,0
61,746002,746296,5893060,5806728,1778044278,0
62,746002,746296,5893068,5806736,1778044278,0
63,746002,746296,5893072,5806740,1778044278,0
64,746002,746296,5893092,5806760,1778044278,0
65,746002,746296,5893092,5806760,1778044278,0
66,746002,746296,5893096,5806764,1778044278,0
67,746002,746296,5893100,5806768,1778044278,0
69,746002,746296,5893104,5806772,1778044278,0
70,746002,746296,5893104,5806772,1778044278,0
71,746002,746296,5893104,5806772,1778044278,0
72,746002,746296,5893044,5806712,1778044278,0
73,746002,746296,5893112,5806780,1778044278,0
74,746002,746296,5893116,5806784,1778044278,0
75,746002,746296,5893120,5806788,1778044278,0
76,746002,746296,5893056,5806724,1778044278,0
77,746002,746296,5893004,5806672,1778044278,0
79,746002,746296,5893016,5806684,1778044278,0
80,746002,746296,5893024,5806692,1778044278,0
81,746002,746296,6040180,5955896,1778044278,0
82,746002,746296,6132200,6075588,1778044278,0
83,746002,746296,7432852,7346520,1778044327,0
84,746002,746296,7433312,7346980,1778044328,0
85,746002,746296,7469868,7383548,1778044329,0
86,746002,746296,7471308,7384976,1778044329,0
87,746002,746296,7473276,7386948,1778044329,0
89,746002,746296,7473460,7387132,1778044329,0
90,746002,746296,8239372,8153040,1778044334,0
91,746002,746296,8553944,8475812,1778044334,0
92,746002,746296,9048708,8965744,1778044334,0
93,746002,746296,9199660,9113328,1778044336,0
94,746002,746296,9202552,9116220,1778044336,0
95,746002,746296,9196024,9109696,1778044336,0
96,746002,746296,9201756,9115424,1778044336,0
97,746002,746296,9202156,9115824,1778044336,0
98,746002,746296,9202192,9115860,1778044336,0
100,746002,746296,9224860,9138528,1778044343,0
101,746002,746296,9225156,9138824,1778044345,0
102,746002,746296,9243916,9177364,1778044346,1
