phase,status,reason,disabled_count,loaded_mods,block_atlas,emi_reload_ms,rss_mib,anonymous_mib,hist_total_mib,heap_total_mib,heap_used_mib,metaspace_used_mib,byte_arrays_mib,int_arrays_mib,baked_quads_mib,emi_item_stacks_mib,item_stacks_mib,max_client_mib,joined_at_sec,run_dir
reduced_baseline_top4,PASS,client_joined_server,8,,16384x16384x4,9302,10064.9,9919.0,3290.6,5180.0,4296.3,,746.1,376.6,171.5,92.0,57.0,9630.2,53,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_reduced_ars_tome_20260506/01_reduced_baseline_top4/client_join_probe/20260506-131432
reduced_no_ars_tome,PASS,client_joined_server,14,,16384x16384x4,8543,9460.1,9314.3,3221.4,4712.0,4266.1,,733.1,381.9,167.7,88.7,54.1,9010.4,50,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_reduced_ars_tome_20260506/02_reduced_no_ars_tome/client_join_probe/20260506-131723
