phase,status,reason,disabled_count,loaded_mods,block_atlas,emi_reload_ms,rss_mib,anonymous_mib,hist_total_mib,heap_total_mib,heap_used_mib,metaspace_used_mib,byte_arrays_mib,int_arrays_mib,baked_quads_mib,emi_item_stacks_mib,item_stacks_mib,max_client_mib,joined_at_sec,run_dir
trimmed_repo_stack,PASS,client_joined_server,131,,16384x8192x4,,9259.1,9134.6,4015.1,5120.0,4258.7,,666.9,447.6,85.9,0.0,34.7,8883.4,99,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_jvm_xmx5g_thp_off_20260506/01_trimmed_repo_stack/client_join_probe/20260506-144000
