cycle,start_ts,end_ts,status,status_reason,done_seconds,server_port,server_pid,client_pid,client_status,joined,log_file
1,2026-05-04T01:47:00Z,2026-05-04T01:52:03Z,SERVER_OK_WAIT_CLIENT,server_done_wait_client,43.669,26621,750767,752888,client_process_exit,0,harness-logs/cycle-001.log
