cycle,start_ts,end_ts,status,status_reason,done_seconds,server_port,server_pid,client_pid,client_status,joined,log_file
1,2026-05-04T01:15:12Z,2026-05-04T01:16:16Z,TIMEOUT,timeout_waiting_for_done,,26501,736800,,not_started,0,harness-logs/cycle-001.log
