cycle,start_ts,end_ts,status,status_reason,done_seconds,server_port,server_pid,client_pid,client_status,joined,log_file
1,2026-05-04T01:44:10Z,2026-05-04T01:45:53Z,CLIENT_FAIL,client_failed_to_start,51.640,26621,749063,,start_failed,0,harness-logs/cycle-001.log
