cycle,start_ts,end_ts,status,status_reason,done_seconds,server_port,server_pid,client_pid,client_status,joined,log_file
1,2026-05-04T01:58:56Z,2026-05-04T02:01:17Z,SERVER_OK_WAIT_CLIENT,server_done_wait_client,52.393,25566,758401,759282,server_disconnect_error,0,harness-logs/cycle-001.log
