cycle,start_ts,end_ts,status,status_reason,done_seconds,server_port,server_pid,client_pid,client_status,joined,log_file
1,2026-05-04T01:55:24Z,2026-05-04T01:57:05Z,SERVER_OK_WAIT_CLIENT,server_done_wait_client,47.672,27211,756221,757153,client_process_exit,0,harness-logs/cycle-001.log
