elapsed,root_pid,client_java_pid,root_rss_kb,client_rss_kb,client_log_mtime,server_joined
0,485739,,2404,0,1778034481,0
1,485739,,72864,0,1778034481,0
2,485739,,73108,0,1778034481,0
3,485739,,73384,0,1778034481,0
4,485739,,73512,0,1778034481,0
5,485739,,73932,0,1778034481,0
7,485739,,74228,0,1778034481,0
8,485739,,74552,0,1778034481,0
9,485739,,138492,0,1778034481,0
10,485739,486354,691680,594444,1778034481,0
11,485739,486354,2076880,1977424,1778034598,0
12,485739,486354,2386064,2286516,1778034598,0
13,485739,486354,2800348,2772444,1778034598,0
14,485739,486354,5005420,4905720,1778034598,0
15,485739,486354,5035752,4936164,1778034602,0
16,485739,486354,5057108,4957652,1778034603,0
18,485739,486354,5088252,4988748,1778034605,0
19,485739,486354,5129476,5030480,1778034606,0
20,485739,486354,3248996,3149724,1778034607,0
21,485739,486354,3376100,3276392,1778034608,0
22,485739,486354,3441364,3343856,1778034609,0
23,485739,486354,3620552,3523312,1778034610,0
24,485739,486354,5312716,5214404,1778034611,0
26,485739,486354,5336236,5236528,1778034612,0
27,485739,486354,5343844,5244464,1778034614,0
28,485739,486354,5354364,5254772,1778034614,0
29,485739,486354,5379052,5279568,1778034616,0
30,485739,486354,5405548,5305840,1778034617,0
31,485739,486354,5444592,5345104,1778034618,0
32,485739,486354,5465704,5365996,1778034619,0
33,485739,486354,5693076,5596040,1778034620,0
35,485739,486354,6130168,6038868,1778034621,0
36,485739,486354,6487948,6390420,1778034623,0
37,485739,486354,6643240,6547628,1778034624,0
38,485739,486354,6739232,6639544,1778034625,0
39,485739,486354,6752964,6653336,1778034626,0
40,485739,486354,6765480,6665828,1778034627,0
41,485739,486354,6766276,6666624,1778034628,0
42,485739,486354,6926684,6857752,1778034629,0
43,485739,486354,8153628,8053980,1778034630,0
45,485739,486354,8166416,8066820,1778034632,0
46,485739,486354,9202096,9102760,1778034633,0
47,485739,486354,9506928,9410648,1778034633,0
48,485739,486354,9971948,9885600,1778034633,0
49,485739,486354,10060276,9960624,1778034635,0
50,485739,486354,10118808,10019472,1778034637,1
