phase,status,reason,disabled_count,loaded_mods,block_atlas,emi_reload_ms,rss_mib,anonymous_mib,hist_total_mib,heap_total_mib,heap_used_mib,metaspace_used_mib,byte_arrays_mib,int_arrays_mib,baked_quads_mib,emi_item_stacks_mib,item_stacks_mib,max_client_mib,joined_at_sec,run_dir
baseline,PASS,client_joined_server,0,,16384x16384x4,10488,14360.8,14218.9,4599.9,8192.0,5568.6,,778.5,488.8,203.9,194.6,105.2,9803.5,52,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/01_baseline/client_join_probe/20260506-090356
no_coldsweat_only,FAIL,server_fail,4,,,,,,,,,,,,,,,,,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/02_no_coldsweat_only
no_farmers_delight_stack,PASS,client_joined_server,28,,16384x16384x4,9959,13056.2,12914.4,4418.5,6972.0,5790.9,,766.0,453.3,189.1,181.6,96.8,9795.7,50,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/03_no_farmers_delight_stack/client_join_probe/20260506-090653
no_body_needs_stack,PASS,client_joined_server,10,,16384x16384x4,11205,14402.1,14260.1,4561.5,8192.0,5968.1,,773.7,487.4,203.7,194.3,105.0,11248.3,49,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/04_no_body_needs_stack/client_join_probe/20260506-090943
no_ars_blood_malum_stack,PASS,client_joined_server,16,,16384x16384x4,11181,12348.9,12207.1,4328.2,7228.0,5804.7,,753.2,455.8,186.8,178.5,94.2,9493.6,51,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/05_no_ars_blood_malum_stack/client_join_probe/20260506-091229
no_botania_only,PASS,client_joined_server,2,,16384x16384x4,10725,13078.8,12932.8,4491.3,6976.0,6118.1,,770.4,472.5,195.8,188.2,100.4,10435.3,52,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/06_no_botania_only/client_join_probe/20260506-091518
no_adventure_mob_stack,FAIL,server_fail,16,,,,,,,,,,,,,,,,,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/07_no_adventure_mob_stack
no_top_visuals,PASS,client_joined_server,14,,16384x16384x4,8509,13784.8,13640.5,3630.4,8048.0,6622.0,,683.5,357.7,167.8,85.9,52.8,9265.4,47,/home/gerald/obelisks/docs/ram_profile/joined_cross_section_20260506-090319/08_no_top_visuals/client_join_probe/20260506-091813
